id,enota,tip,leto,adaptirano,nadstropje,velikost,cena,agencija,opis 
5887642,LJ. BEŽIGRAD,štirisobno,2014,None,7,107.59,448390.54,Eko srebrna hiša d.o.o.,"107,59 m2, 4-sobno, novogradnja - zgr. l. 2014, 7. nad., ob Dunajski cesti 144 v Ljubljani smo zgradili nova pasivna sta..."
6200795,LJ. BEŽIGRAD,trisobno,1967,2009,4,64.5,256000.0,KREATIVDOM d.o.o.,"64,5 m2, 3-sobno, zgrajeno l. 1967, adaptirano l. 2009, 4/4 nad., stanovanje na prijetni in mirni lokaciji blizu centra ..."
6216400,LJ. BEŽIGRAD,enosobno,1958,2011,5,37.0,117000.0,Hiša nepremičnine 1 d.o.o.,"37 m2, 1-sobno, zgrajeno l. 1958, adaptirano l. 2011, 5/5 nad., prodamo. Cena: 117.000,00 EUR"
6220149,LJ. BEŽIGRAD,Drugo,1942,2018,M,116.0,435000.0,Zasebna ponudba,"116 m2, stanovanje, &quot;penthouse&quot;, zgrajeno l. 1942, adaptirano l. 2018, M/4 nad., nadstandardno opremljeno, man..."
6214770,LJ. BEŽIGRAD,enosobno,1958,2012,4,46.2,139000.0,Zasebna ponudba,"46,2 m2, 1-sobno, zgrajeno l. 1958, adaptirano l. 2012, 4/4 nad., Astra, 1-sobno, terasa, razgled, primerno za oddajo al..."
6176409,LJ. BEŽIGRAD,štirisobno,1980,2010,P,108.0,360000.0,Mreža nepremičnin d.o.o.,"108 m2, 4-sobno, zgrajeno l. 1980, adaptirano l. 2010, 78 m2 zemljišča, P/3 nad., prodamo. Cena: 360.000,00 EUR"
5963807,LJ. BEŽIGRAD,trisobno,1996,None,2,93.45,319000.0,"Stoja trade, d.o.o., Ljubljana","93,45 m2, 3-sobno, zgrajeno l. 1996, 2. nad., Prodamo razgibano stanovanje na odlični lokaciji in z možnostjo odkupa gar..."
6195001,LJ. BEŽIGRAD,štiriinpolsobno,1996,None,2,125.2,470000.0,"Moja vila, Tina Dolinar s.p.","125,2 m2, 4,5-sobno, zgrajeno l. 1996, 2. nad., Stanovanje se nahaja na dobri lokaciji, blizu centra mesta, v urejenem s..."
6204322,LJ. BEŽIGRAD,štirisobno,1900,2001,2,135.0,295000.0,Mernet d.o.o.,"135 m2, 4-sobno, dupleks, zgrajeno l. 1900, adaptirano l. 2001, 188 m2 zemljišča, 2/3 nad., V starejsi stiristanovanjsku..."
6208535,LJ. BEŽIGRAD,trisobno,1963,2012,P,84.0,265000.0,Zasebna ponudba,"84 m2, 3-sobno, zgrajeno l. 1963, adaptirano l. 2012, P/6 nad., Stanovanje na odlični lokaciji,5 min do centra, mirna lo..."
6211035,LJ. BEŽIGRAD,trisobno,2006,None,P,85.8,319000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal","85,8 m2, 3-sobno, zgrajeno l. 2006, 51 m2 zemljišča, pritličje, Na odlični mirni lokaciji blizu centra mesta in blizu AC..."
6216650,LJ. BEŽIGRAD,dvosobno,1960,2010,P,43.6,137000.0,KREATIVDOM d.o.o.,"43,6 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2010, P/4 nad., Odličen tloris, zelo primerno stanovanje za investiijo..."
6220020,LJ. BEŽIGRAD,trisobno,1964,2002,3,66.4,192000.0,KREATIVDOM d.o.o.,"66,4 m2, 3-sobno, zgrajeno l. 1964, adaptirano l. 2002, 3/4 nad., lepo urejeno stanovanje z balkonom na dobri lokaciji z..."
6201243,LJ. BEŽIGRAD,triinpolsobno,1964,2015,3,65.0,209000.0,Mreža nepremičnin d.o.o.,"65 m2, 3,5-sobno, zgrajeno l. 1964, adaptirano l. 2015, 3/4 nad., prodamo. Cena: 209.000,00 EUR"
6215323,LJ. BEŽIGRAD,dvosobno,1957,None,4,89.9,186000.0,MP PROJEKT d.o.o.,"89,9 m2, 2-sobno, zgrajeno l. 1957, 4. nad., dvigalo, možnost predelave v 3-sobno, prodamo. Cena: 186.000,00 EUR"
6179796,LJ. BEŽIGRAD,štiriinpolsobno,1967,2004,3,98.0,260000.0,Domart RE d.o.o.,"98 m2, 4,5-sobno, zgrajeno l. 1967, adaptirano l. 2004, 3. nad., prodamo. Cena: 260.000,00 EUR"
6182009,LJ. BEŽIGRAD,štirisobno,1937,2007,3,119.1,299000.0,Tanal d.o.o.,"119,1 m2, 4-sobno, zgrajeno l. 1937, adaptirano l. 2007, 3/3 nad., V Ljubljani za Bežigradom v bližini centra, prodamo p..."
6196062,LJ. BEŽIGRAD,štirisobno,1998,2017,4,150.0,440000.0,Zasebna ponudba,"150 m2, 4-sobno, zgrajeno l. 1998, adaptirano l. 2017, 4/4 nad., Prodamo prostorno in zelo svetlo stanovanje, sodobno op..."
6211733,LJ. BEŽIGRAD,trisobno,1963,None,6,76.0,180000.0,Gabra d.o.o.,"76 m2, 3-sobno, zgrajeno l. 1963, 6/14 nad., V bližini centra mesta prodamo prijetno svetlo 3-sobno stanovanje v zelenem..."
6216972,LJ. BEŽIGRAD,trisobno,1981,2018,16,80.0,259000.0,ALEA nepremičninska družba d.o.o.,"80 m2, 3-sobno, zgrajeno l. 1981, adaptirano l. 2018, 16/20 nad., Stanovanje s prekrasno lego se nahaja na eni najbolj i..."
6218699,LJ. BEŽIGRAD,dvosobno,1964,None,2,44.4,160000.0,Casa 69 d.o.o.,"44,4 m2, 2-sobno, zgrajeno l. 1964, 2. nad., Impresivno svetlo in čudovito dvosobno stanovanje se razprostira v drugem n..."
6210619,LJ. BEŽIGRAD,štirisobno,1963,None,P,94.0,250000.0,FIRMA nepremičnine Martinović & Co. k.d.,"94 m2, 4-sobno, zgrajeno l. 1963, P/8 nad., prodamo. Cena: 250.000,00 EUR"
6206458,LJ. BEŽIGRAD,štirisobno,1963,2015,P,94.2,250000.0,KREATIVDOM d.o.o.,"94,2 m2, 4-sobno, zgrajeno l. 1963, adaptirano l. 2015, P/6 nad., prostorno stanovanje z odličnim potencialom, mirna oko..."
6196919,LJ. BEŽIGRAD,dvosobno,1963,None,7,62.0,195000.0,"Stoja trade, d.o.o., Ljubljana","62 m2, 2-sobno, zgrajeno l. 1963, 7. nad., Prodamo moderno zasnovano in v celoti opremljeno stanovanje na mirni in lahko..."
6190940,LJ. BEŽIGRAD,garsonjera,2011,2011,10,29.5,99000.0,Zasebna ponudba,"29,5 m2, garsonjera, adaptirana l. 2011, 10/14 nad., svetla in atraktivna garsonjera, vselitev možna takoj; stanovanju p..."
6212567,LJ. BEŽIGRAD,enosobno,1978,None,2,26.0,96500.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal","26 m2, 1-sobno, zgrajeno l. 1978, 2/3 nad., prodamo. Cena: 96.500,00 EUR"
6197690,LJ. BEŽIGRAD,garsonjera,1977,2017,VP,29.0,113000.0,FIRMA nepremičnine Martinović & Co. k.d.,"29 m2, garsonjera, zgrajena l. 1977, adaptirana l. 2017, 41 m2 zemljišča, VP/8 nad., prodamo. Cena: 113.000,00 EUR"
6205715,LJ. BEŽIGRAD,garsonjera,1975,None,P,29.0,105000.0,"24-ur.eu, Dean Daraboš s.p.","29 m2, garsonjera, zgrajena l. 1975, P/7 nad., prodamo. Cena: 105.000,00 EUR"
6204641,LJ. BEŽIGRAD,garsonjera,1975,2015,1,30.0,94000.0,FIRMA nepremičnine Martinović & Co. k.d.,"30 m2, garsonjera, zgrajena l. 1975, adaptirana l. 2015, 1/12 nad., prodamo. Cena: 94.000,00 EUR"
6220493,LJ. BEŽIGRAD,garsonjera,1974,None,1,30.0,91500.0,Zasebna ponudba,"30 m2, garsonjera, zgrajena l. 1974, 1. nad., prodamo. Cena: 91.500,00 EUR"
6206107,LJ. BEŽIGRAD,dvoinpolsobno,1964,None,1,60.0,190000.0,Zasebna ponudba,"60 m2, 2,5-sobno, zgrajeno l. 1964, 1/4 nad., prodamo. Cena: 190.000,00 EUR"
6213848,LJ. BEŽIGRAD,enosobno,2001,None,1,56.0,129000.0,"Salomon nepremičnine, Anže Nahtigal, s.p.","56 m2, 1-sobno, zgrajeno l. 2001, 1. nad., večje enosobno stanovanje odprtega tipa v velikosti 53,9 m2 v objektu z dviga..."
6207816,LJ. BEŽIGRAD,dvoinpolsobno,1978,None,3,58.3,158000.0,KREATIVDOM d.o.o.,"58,3 m2, 2,5-sobno, zgrajeno l. 1978, 3/4 nad., prodamo. Cena: 158.000,00 EUR"
6203588,LJ. BEŽIGRAD,trisobno,1978,1998,3,78.1,225000.0,MESTO NEPREMIČNIN d.o.o.,"78,1 m2, 3-sobno, zgrajeno l. 1978, adaptirano l. 1998, 3/4 nad., odlična lokacija, svetlo stanovanje, mirna okolica, pr..."
6213038,LJ. BEŽIGRAD,trisobno,1981,2017,2,80.9,320000.0,KREATIVDOM d.o.o.,"80,9 m2, 3-sobno, zgrajeno l. 1981, adaptirano l. 2017, 2/14 nad., prenovljeno trisobno stanovanje, popolno opremljeno, ..."
6190774,LJ. BEŽIGRAD,enoinpolsobno,1986,None,VP,44.2,135000.0,MESTO NEPREMIČNIN d.o.o.,"44,2 m2, 1,5-sobno, zgrajeno l. 1986, VP/3 nad., prijetno stanovanje na odlični lokaciji, blizu narave, prodamo. Cena: 1..."
6220349,LJ. BEŽIGRAD,dvosobno,1988,2013,2,47.8,148000.0,MESTO NEPREMIČNIN d.o.o.,"47,8 m2, 2-sobno, zgrajeno l. 1988, adaptirano l. 2013, 2/4 nad., prenovljeno in lepo opremljeno dvosobno stanovanje na ..."
6215161,LJ. BEŽIGRAD,trisobno,1926,1993,2,48.0,109000.0,MESTO NEPREMIČNIN d.o.o.,"48 m2, 3-sobno, zgrajeno l. 1926, adaptirano l. 1993, 2/2 nad., trosobno stanovanje v večstanovanjskem objektu z zagotov..."
6220048,LJ. BEŽIGRAD,dvosobno,1960,2018,P,50.4,170000.0,MESTO NEPREMIČNIN d.o.o.,"50,4 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2018, 33 m2 zemljišča, P/1 nad., dvosobno stanovanje z atrijem na mirn..."
6220689,LJ. BEŽIGRAD,dvosobno,1988,2015,1,61.0,168000.0,MESTO NEPREMIČNIN d.o.o.,"61 m2, 2-sobno, zgrajeno l. 1988, adaptirano l. 2015, 1/4 nad., svetlo, obnovljeno stanovanje na mirni lokaciji, prodamo..."
6166615,LJ. BEŽIGRAD,štirisobno,1956,2007,2,90.7,220000.0,MESTO NEPREMIČNIN d.o.o.,"90,7 m2, 4-sobno, zgrajeno l. 1956, adaptirano l. 2007, 2/2 nad., svetlo, prostorno, klimatizirano, v mirnem okolju bliz..."
6166008,LJ. BEŽIGRAD,dvoinpolsobno,1946,2010,M,70.4,119500.0,Nepremičnine Plus d.o.o.,"70,4 m2, 2,5-sobno, zgrajeno l. 1946, adaptirano l. 2010, M/M, Dvoinpolsobno stanovanje brez balkona + dodatna soba v pe..."
6087934,LJ. BEŽIGRAD,dvosobno,1974,2010,3,54.0,129000.0,REGROUP d.o.o.,"54 m2, 2-sobno, zgrajeno l. 1974, adaptirano l. 2010, 3/5 nad., zelo svetlo, v mirni in urejeni okolici, prodamo. Cena: ..."
6163528,LJ. BEŽIGRAD,trisobno,2005,None,P,79.88,220000.0,MESTO NEPREMIČNIN d.o.o.,"79,88 m2, 3-sobno, zgrajeno l. 2005, P/2 nad., prostorno trisobno stanovanje na mirni lokaciji v Črnuški gmajni, v novej..."
6173223,LJ. BEŽIGRAD,trisobno,2005,None,2,143.1,273000.0,Gradex nepremičnine d.o.o.,"143,1 m2, 3-sobno, zgrajeno l. 2005, 2/3 nad., JZ lega, neto stanovanjska površina 85 m2, bruto površina 161 m2 z garažo..."
6198523,LJ. BEŽIGRAD,enosobno,1968,2009,4,45.42,128000.0,Zasebna ponudba,"45,42 m2, 1-sobno, zgrajeno l. 1968, adaptirano l. 2009, 4/4 nad., Stan. je svetlo in funkcionalno. Obsega hodnik 3.45, ..."
6205925,LJ. BEŽIGRAD,enosobno,1968,None,4,38.3,105000.0,Livimex d.o.o.,"38,3 m2, 1-sobno, zgrajeno l. 1968, 4/4 nad., enosobno, opremljeno, samostojna kuhinja, odprt pogled, ZK vpisano brez br..."
6172998,LJ. BEŽIGRAD,trisobno,2009,2009,4,65.0,256000.0,Zasebna ponudba,"65 m2, 3-sobno, adaptirano l. 2009, 4/4 nad., prodamo. Cena: 256.000,00 EUR"
6220028,LJ. BEŽIGRAD,trisobno,1968,2013,4,68.3,219000.0,Agencija Vitraž d.o.o.,"68,3 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2013, 4/4 nad., Stanovanje obsega spalnico, otroško/delovno sobo, pros..."
6214809,LJ. BEŽIGRAD,dvosobno,2014,None,3,66.41,329500.0,Ceres nepremičnine d.o.o.,"66,41 m2, 2-sobno, zgrajeno l. 2014, 3/11 nad., novogradnja EKO SREBRNA HIŠA, uporabne površine 58 m2, zelo prostorno, s..."
6220658,LJ. BEŽIGRAD,enosobno,2000,None,3,39.1,115600.0,COOP nepremičnine d.o.o.,"39,1 m2, 1-sobno, zgrajeno l. 2000, 3/6 nad., prijetno in uporabno stanovanje, prodamo. Cena: 115.600,00 EUR"
6220603,LJ. BEŽIGRAD,trisobno,2016,2016,VP,71.1,199000.0,"Visa d.o.o., Ljubljana","71,1 m2, 3-sobno, adaptirano l. 2016, VP/2 nad., Bližina Plečnikovega stadiona, zelo kvalitetno prenovljeno, odlična lok..."
6188240,LJ. BEŽIGRAD,dvosobno,2011,None,2,72.0,231000.0,"CIMER, MAKSIMILJAN REMIC s.p.","72 m2, 2-sobno, zgrajeno l. 2011, 2/4 nad., dnevna soba z jedilnico 25 m2, kuhinja 5 m2, spalmica 15,5 m2, kabinrt 6 m2,..."
6214598,LJ. BEŽIGRAD,dvosobno,1930,2002,PK,59.4,130000.0,"Nepremičninska agencija ""TLORIS"" Miro Torić s.p., Poslovna enota","59,4 m2, 2-sobno, zgrajeno l. 1930, adaptirano l. 2002, PK/3 nad., prodamo. Cena: cca 130.000,00 EUR"
6209896,LJ. BEŽIGRAD,enosobno,2009,None,1,46.0,230000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal","46 m2, 1-sobno, zgrajeno l. 2009, 1/2 nad., kuhinjska niša, spalnica + dnevni prostor z izhodom na ložo, kopalnica, shra..."
6221455,LJ. BEŽIGRAD,trisobno,2009,None,1,100.0,330000.0,Studio modul d.o.o.,"100 m2, 3-sobno, zgrajeno l. 2009, 1/2 nad., 2 lastni parkirni mesti, v celoti opremljeno, prevzem takoj, ZK urejeno bre..."
6199074,LJ. BEŽIGRAD,dvosobno,1930,2008,VP,60.0,165000.0,Zasebna ponudba,"60 m2, 2-sobno, zgrajeno l. 1930, adaptirano l. 2008, VP/3 nad., prodamo. Cena: 165.000,00 EUR"
6214728,LJ. BEŽIGRAD,Soba,1958,None,6,12.0,33000.0,EvroN d.o.o.,"12 m2, soba, zgrajena l. 1958, 6/6 nad., prodamo. Cena: cca 33.000,00 EUR"
6216094,LJ. BEŽIGRAD,trisobno,1978,None,None,73.0,160000.0,"Property d.o.o., PE Ljubljana","73 m2, 3-sobno, zgrajeno l. 1978, prodamo. Cena: 160.000,00 EUR"
6221189,LJ. BEŽIGRAD,dvosobno,2006,None,2,63.0,220000.0,Nepremičnine Plus d.o.o.,"63 m2, 2-sobno, zgrajeno l. 2006, 2. nad., prodamo. Cena: 220.000,00 EUR"
6129322,LJ. BEŽIGRAD,štirisobno,2006,None,None,103.5,420000.0,ABC nepremičnine d.o.o.,"103,5 m2, 4-sobno, zgrajeno l. 2006, 136 m2 zemljišča, prodamo. Cena: 420.000,00 EUR"
6209985,LJ. BEŽIGRAD,enosobno,1977,None,9,41.2,135000.0,Blok 5 d.o.o.,"41,2 m2, 1-sobno, zgrajeno l. 1977, 9/10 nad., nova PVC okna s senčili, pobrušen in lakiran parket, novi radiatorji, kli..."
6215794,LJ. BEŽIGRAD,trisobno,1977,None,7,63.0,180000.0,Zasebna ponudba,"63 m2, 3-sobno, zgrajeno l. 1977, 7/8 nad., Prodamo 3-sobno stanovanje na odlicni lokaciji blizu sole, vrtca, trgovine, ..."
6219100,LJ. BEŽIGRAD,enosobno,1977,None,3,40.1,113000.0,LJUBLJANA NEPREMIČNINE d.o.o.,"40,1 m2, 1-sobno, zgrajeno l. 1977, 3/4 nad., prodamo. Cena: 113.000,00 EUR"
6205928,LJ. BEŽIGRAD,enoinpolsobno,1978,None,3,42.0,137000.0,Mreža nepremičnin d.o.o.,"42 m2, 1,5-sobno, zgrajeno l. 1978, 3/8 nad., prodamo. Cena: 137.000,00 EUR"
6221432,LJ. BEŽIGRAD,dvosobno,1978,2014,4,66.5,165000.0,Mikljič-Hribar Company d.o.o.,"66,5 m2, 2-sobno, zgrajeno l. 1978, adaptirano l. 2014, 4/4 nad., Na mirni in zeleni lokaciji prodamo prostorno 2 sobno ..."
6221186,LJ. BEŽIGRAD,trisobno,1979,2017,1,76.9,184000.0,KREATIVDOM d.o.o.,"76,9 m2, 3-sobno, zgrajeno l. 1979, adaptirano l. 2017, 1/8 nad., Prostorno trisobno stanovanje, ločen WC od kopalnice, ..."
6220919,LJ. BEŽIGRAD,dvosobno,1984,2016,3,40.0,138000.0,Zasebna ponudba,"40 m2, 2-sobno, zgrajeno l. 1984, adaptirano l. 2016, 3/4 nad., prodamo. Cena: 138.000,00 EUR"
6218223,LJ. BEŽIGRAD,enosobno,1984,None,4,41.9,128000.0,"Šardi&Co. nepremičnine, družba za posredovanje v prometu z nepremičninami, d.o.o.","41,9 m2, 1-sobno, zgrajeno l. 1984, 4/4 nad., prodamo 1 sobno stanovanje v urejenem bloku z vsemi priključki. stanovanje..."
6193997,LJ. BEŽIGRAD,trisobno,2002,None,3,87.5,185000.0,Real Go d.o.o.,"87,5 m2, 3-sobno, zgrajeno l. 2002, 3/3 nad., veliko svetlobe, opremljeno, prostorno, občutek neutesnjenosti, razgledi p..."
6178498,LJ. BEŽIGRAD,dvosobno,1964,2013,2,59.0,160000.0,Posest nepremičnine d.o.o.,"59 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2013, 2/4 nad., prodamo. Cena: cca 160.000,00 EUR"
6213198,LJ. BEŽIGRAD,dvosobno,1964,2013,2,59.0,158000.0,"Ornis, nepremičnine, zastopanje in svetovanje d.o.o.","59 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2013, 2/4 nad., Zk brez bremen, prodamo. Cena: cca 158.000,00 EUR"
6188905,LJ. BEŽIGRAD,trisobno,1954,None,VP,89.0,220000.0,Mreža nepremičnin d.o.o.,"89 m2, 3-sobno, zgrajeno l. 1954, VP/3 nad., prodamo. Cena: 220.000,00 EUR"
6219461,LJ. BEŽIGRAD,garsonjera,2006,None,6,39.3,148000.0,Agencija Katja d.o.o.,"39,3 m2, garsonjera, zgrajena l. 2006, 6/7 nad., garsonjera se nahaja v urejenem bloku, pripada ji tudi parkirno mesto v..."
6218355,LJ. BEŽIGRAD,trisobno,1954,2016,VP,89.0,200000.0,Posest nepremičnine d.o.o.,"89 m2, 3-sobno, zgrajeno l. 1954, adaptirano l. 2016, 12 m2 zemljišča, VP/2 nad., prodamo. Cena: cca 200.000,00 EUR"
6218567,LJ. BEŽIGRAD,trisobno,1986,None,None,70.0,224900.0,"Agenti Celje, AŽ&MB Nerad d.o.o.","70 m2, 3-sobno, zgrajeno l. 1986, prodamo. Cena: 224.900,00 EUR"
6211214,LJ. BEŽIGRAD,enoinpolsobno,2004,2004,3,47.0,130000.0,EvroN d.o.o.,"47 m2, 1,5-sobno, adaptirano l. 2004, 3/5 nad., prodamo. Cena: cca 130.000,00 EUR"
6217872,LJ. BEŽIGRAD,dvosobno,1957,2012,4,61.1,155000.0,Stipanič nepremičnine Andreja Stipanič s.p.,"61,1 m2, 2-sobno, zgrajeno l. 1957, adaptirano l. 2012, 4/4 nad., V urejenem bloku prodamo prijetno in svetlo dvosobno s..."
6217900,LJ. BEŽIGRAD,dvosobno,1962,2008,9,62.0,152000.0,"Abax d.o.o., PE Abax Ljubljana","62 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2008, 9. nad., lično opremljeno, lepo vzdrževano, prostorno, brez balkon..."
6220665,LJ. BEŽIGRAD,dvosobno,1961,2018,2,59.0,179000.0,Roni nepremičnine d.o.o.,"59 m2, 2-sobno, zgrajeno l. 1961, adaptirano l. 2018, 2/14 nad., popolnoma prenovljeno, klimatizirano stanovanje v ureje..."
6202039,LJ. BEŽIGRAD,štirisobno,1992,None,5,114.3,437000.0,KREATIVDOM d.o.o.,"114,3 m2, 4-sobno, zgrajeno l. 1992, 5/5 nad., prostorno dupleks stanovanje, čisto blizu centra v mirni soseski, s pogle..."
6220808,LJ. BEŽIGRAD,štirisobno,1988,2018,2,102.0,339000.0,Zasebna ponudba,"102 m2, 4-sobno, zgrajeno l. 1988, adaptirano l. 2018, 2/6 nad., prodamo 4 sobno opremljeno in renovirano stanovanje v l..."
6216098,LJ. BEŽIGRAD,dvosobno,1966,2006,PK,44.0,89000.0,IPPAGRA d.o.o.,"44 m2, 2-sobno, zgrajeno l. 1966, adaptirano l. 2006, 26 m2 zemljišča, PK/1 nad., Prijetno študentsko stanovanje z lastn..."
6209094,LJ. BEŽIGRAD,dvoinpolsobno,2011,None,2,74.77,230000.0,Studio 68 d.o.o.,"74,77 m2, 2,5-sobno, zgrajeno l. 2011, 2/4 nad., Ob edini AVENIJI v mestu - Dunajski cesti v bližini hipodroma in naprej..."
6208202,LJ. BEŽIGRAD,dvosobno,1968,2017,3,63.0,199000.0,"Dom-in, agencija d.o.o.","63 m2, 2-sobno, zgrajeno l. 1968, adaptirano l. 2017, 3/4 nad., Svetlo stanovanje na mirni lokaciji v bližini centra mes..."
6215144,LJ. BEŽIGRAD,dvosobno,1972,None,5,69.0,200000.0,Zasebna ponudba,"69 m2, 2-sobno, zgrajeno l. 1972, 5/6 nad., svetlo in prostorno 2 sobno z enostavno predelavo v 2,5 sobno stanovanje, pr..."
6220019,LJ. BEŽIGRAD,dvoinpolsobno,2013,None,4,102.7,345000.0,"ENOTA real estate, nepremičninsko posredovanje, Eva Golc, s.p","102,7 m2, 2,5-sobno, zgrajeno l. 2013, 4/20 nad., nadstandardno opremljeno stanovanje, velika shramba, parkirno mesto, t..."
6198139,LJ. BEŽIGRAD,enoinpolsobno,1986,2017,4,41.2,162000.0,MESTO NEPREMIČNIN d.o.o.,"41,2 m2, 1,5-sobno, zgrajeno l. 1986, adaptirano l. 2017, 4/5 nad., svetlo stanovanje, funkcionalna razporeditev, lep po..."
6217680,LJ. BEŽIGRAD,enoinpolsobno,1984,None,None,55.8,166000.0,"STAN nepremičnine d.o.o., Ljubljana","55,8 m2, 1,5-sobno, zgrajeno l. 1984, Na priljubljeni lokaciji za Bežigradom posredujemo pri prodaji 1,5 sobnega stanova..."
6215166,LJ. BEŽIGRAD,štirisobno,1976,2016,2,101.8,225000.0,Maridom nepremičnine d.o.o.,"101,8 m2, 4-sobno, zgrajeno l. 1976, adaptirano l. 2016, 2/4 nad., Na Bratovševi ploščadi v nizkem bloku prodamo svetlo,..."
6215147,LJ. BEŽIGRAD,petsobno,1976,2016,2,101.8,225000.0,Maridom nepremičnine d.o.o.,"101,8 m2, 5 in večsobno, zgrajeno l. 1976, adaptirano l. 2016, 2/4 nad., Na Bratovševi ploščadi v nizkem bloku prodamo s..."
6219572,LJ. BEŽIGRAD,štirisobno,1976,None,2,101.8,225000.0,Maridom nepremičnine d.o.o.,"101,8 m2, 4-sobno, zgrajeno l. 1976, 2/4 nad., Na Bratovševi ploščadi v nizkem bloku prodamo svetlo, prijetno trenutno p..."
6220507,LJ. BEŽIGRAD,dvoinpolsobno,1974,2014,8,74.0,279500.0,Zasebna ponudba,"74 m2, 2,5-sobno, zgrajeno l. 1974, adaptirano l. 2014, 8/9 nad., Shramba v istem nadstropju v hodniku. Klet 4 m2. Garaž..."
6212746,LJ. BEŽIGRAD,štirisobno,1974,None,5,119.0,269900.0,D5 invest d.o.o.,"119 m2, 4-sobno, zgrajeno l. 1974, 5/10 nad., UGODNO prodamo 4-sobno stanovanje v stanovanjsko-poslovnem objektu Plava l..."
6216101,LJ. BEŽIGRAD,dvosobno,1966,2006,PK,44.0,89000.0,IPPAGRA d.o.o.,"44 m2, 2-sobno, zgrajeno l. 1966, adaptirano l. 2006, 26 m2 zemljišča, PK/1 nad., prodamo. Cena: cca 89.000,00 EUR"
6209228,LJ. BEŽIGRAD,dvosobno,1930,2018,3,40.1,137000.0,Zasebna ponudba,"40,1 m2, 2-sobno, zgrajeno l. 1930, adaptirano l. 2018, 3/4 nad., v mirnem večstanovanjskem objektu, v bližini centra, p..."
6195562,LJ. BEŽIGRAD,štiriinpolsobno,1967,2014,11,98.0,280000.0,Zasebna ponudba,"98 m2, 4,5-sobno, zgrajeno l. 1967, adaptirano l. 2014, 11/12 nad., prodamo. Cena: 280.000,00 EUR"
6209958,LJ. BEŽIGRAD,trisobno,1964,2002,3,66.8,192000.0,Zasebna ponudba,"66,8 m2, 3-sobno, zgrajeno l. 1964, adaptirano l. 2002, 3/4 nad., prodamo. Cena: 192.000,00 EUR"
6217380,LJ. BEŽIGRAD,triinpolsobno,1964,2014,3,65.0,198000.0,Zasebna ponudba,"65 m2, 3,5-sobno, zgrajeno l. 1964, adaptirano l. 2014, 3/4 nad., Prenovljeno, svetlo in prostorno 3,5 sobno stanovanje...."
6220661,LJ. BEŽIGRAD,trisobno,1977,2012,2,54.5,163000.0,Rocco nepremičnine d.o.o.,"54,5 m2, 3-sobno, zgrajeno l. 1977, adaptirano l. 2012, 2. nad., V naselju BS3 prodamo lično, prijetno, opremljeno stano..."
6221453,LJ. BEŽIGRAD,enoinpolsobno,1958,2012,4,46.2,138990.0,"Sans nepremičnine, d.o.o.","46,2 m2, 1,5-sobno, zgrajeno l. 1958, adaptirano l. 2012, 4/4 nad., Zelo lepo svetlo 1,5 sobno stanovanje v izmeri stano..."
6209110,LJ. BEŽIGRAD,trisobno,2008,2008,7,73.4,194990.0,Studio 68 d.o.o.,"73,4 m2, 3-sobno, adaptirano l. 2008, 7/8 nad., Med naravo in mestom se v bližini Ruskega Carja predstavlja z dveh stran..."
6211212,LJ. BEŽIGRAD,dvosobno,2011,None,1,73.6,250000.0,"Abstract nepremičnine, Igor Kerin s.p.","73,6 m2, 2-sobno, zgrajeno l. 2011, 1/4 nad., v nadstandardni večstanovanjski stavbi na Dunajski cesti 199, V lega (na D..."
6195225,LJ. BEŽIGRAD,štirisobno,2011,2012,1,110.0,388000.0,Rojal invest d.o.o.,"110 m2, 4-sobno, zgrajeno l. 2011, adaptirano l. 2012, 1/4 nad., prodamo. Cena: 388.000,00 EUR"
6220051,LJ. BEŽIGRAD,štirisobno,2005,2010,2,99.8,309000.0,Rojal invest d.o.o.,"99,8 m2, 4-sobno, zgrajeno l. 2005, adaptirano l. 2010, 2. nad., prodamo. Cena: 309.000,00 EUR"
6218719,LJ. BEŽIGRAD,dvosobno,1958,2015,5,49.8,139900.0,MESTO NEPREMIČNIN d.o.o.,"49,8 m2, 2-sobno, zgrajeno l. 1958, adaptirano l. 2015, 5/5 nad., svetlo dvosobno stanovanje s francoskim balkonom, prod..."
6173864,LJ. BEŽIGRAD,dvosobno,1956,2008,4,67.3,155000.0,Agencija Barbara nepremičnine d.o.o.,"67,3 m2, 2-sobno, zgrajeno l. 1956, adaptirano l. 2008, 4/4 nad., V urejenem bloku prodamo prijetno stanovanje brez balk..."
6218264,LJ. BEŽIGRAD,trisobno,1957,2018,VP,69.6,179000.0,Studio modul d.o.o.,"69,6 m2, 3-sobno, zgrajeno l. 1957, adaptirano l. 2018, VP/3 nad., Prodamo popolnoma adaptirano, izredno funkcionalno, s..."
